order_id,customer_id,product_id,order_date,quantity,price
20b95db1-6953-4d5d-ab27-cf3d9df67a4f,8c8f2489-f580-4d27-bb73-7cc321392eac,9434243a-371f-4b88-8f3a-a8fa4c6d11ca,2022-10-02,6,170.28
4b300952-15bb-43d8-9eee-a184ef8e4a76,59fb48a2-e4b2-4678-a606-09e4a2d2831d,c7d77e39-332e-40a4-baad-fb574343732b,2023-03-08,10,499.46
9854e1cb-9b60-4c93-a653-7e75129d9f19,51142f9f-0269-49f1-9d98-2b3ad1b54b86,a22ccdb9-d439-4ded-93a6-64d87c033938,2024-03-06,5,426.35
94d06be4-6d57-4ee6-80d0-2231a3dc71a4,c7381004-0763-43e0-9ffd-f99069de8ed8,e5394d39-48cb-45ae-8735-0311a5635172,2023-06-18,9,56.15
71e5026a-41ed-4c10-8859-90c2b2a6c36e,ddd4b965-4898-4793-b54a-a9aea47a57e3,9d5898be-cd4a-46c2-af26-d6c190afc16e,2024-05-08,10,42.23
54d36243-cf2c-4494-8c44-6503eab22685,1bca8bb6-d580-4f4a-b319-9174247218a0,eea5e2d5-f1b1-4453-910b-fb4347c3c140,2023-09-02,3,393.25
2f67d1cf-2e11-40d9-8d14-7b0de14c025a,570b21a1-758d-4cc3-8b99-02e9bef9d939,209e25c5-fbee-4e10-b497-3fd1afc45e60,2024-01-27,8,62.87
301981f6-8c2a-4e8d-9c8e-4efefe8ef979,21de9440-9bdd-4014-8662-391b32137293,9d5898be-cd4a-46c2-af26-d6c190afc16e,2023-01-13,7,42.23
cee9104b-90cd-48b1-9da2-29d8ff30b5f8,15063383-66c2-45db-8a13-be6031051468,debff46f-79fb-4d14-9b22-e0d15e364c88,2022-09-29,7,121.13
88351f28-4ab1-4f0f-8b07-76b999dd8b3f,1432e9a5-5a14-44e7-887f-c8a38223a6e8,d4c70cb3-2dab-4dac-9e5e-97385d3fdbf8,2023-03-25,5,173.02
90955ff6-a504-4a46-bc95-b34a93053f02,2eff060d-4020-4997-8aa0-dd3825c7dbe0,3145d1fc-231c-4c04-b9eb-df0f38bc50af,2023-11-15,8,456.75
6347dd48-b411-49a8-bbb0-94895d164b3b,6a81bcdf-c167-47e5-811a-7076a18ba9e8,d39dfee8-7228-4faf-981f-8099785d4345,2023-10-17,7,496.21
57768fff-343f-411b-925b-2804ba275b55,1b552ef5-4cc2-4679-81e6-08461477f1c8,8044e10f-5850-477b-bb0c-a1277b58dbaf,2023-09-04,3,105.52
c3567aeb-87a2-4b9b-b597-902df9dc7f9b,34d4f41b-dc57-428b-9953-2726be4eb0be,1b44390c-5040-4812-9727-68661153f062,2023-10-19,5,342.75
884c0d35-ac87-4b54-9fae-717eea1928cf,39bec912-9012-431d-b061-94c2331189b6,a8bcf671-933f-4c8e-957f-0a485001ac02,2023-02-10,7,195.82
094d32da-5d20-4cfc-9e41-aa399a655d30,39bec912-9012-431d-b061-94c2331189b6,70d33a1d-c15d-4d95-946f-5ec2ae422784,2024-03-23,4,151.99
578cb58b-14a3-4402-858f-f0ab4a2e692d,20421373-8211-4c2a-a0b5-7b7b2832ff57,debff46f-79fb-4d14-9b22-e0d15e364c88,2023-11-16,2,121.13
0f072ecd-6282-4330-9554-efa0cfb94beb,0246a77a-597c-4d7b-8317-da13342ec987,209e25c5-fbee-4e10-b497-3fd1afc45e60,2024-01-24,10,62.87
800d5af2-df4f-415a-b415-7857375ceb9c,bdc2333c-b7de-4442-a000-9e8169e7964d,830bbba4-f322-4730-bed3-85f9f7c4487b,2022-11-13,2,51.71
47e1accf-b6f3-49f7-ac7b-a952306ffad9,413bdfff-6a87-42b1-8543-7fc128929867,e07a9e2a-9e47-44eb-a1af-5546880e5785,2024-02-15,4,253.38
c454bb0b-e48d-4362-8c4b-8b3b248c208c,77429103-faff-4c0d-9e94-a88c91027dfb,8fb9ac2e-6ff0-433c-933b-be4de6a96929,2023-03-22,8,66.55
bcb2bb6b-4929-4fda-8a12-807f975c8c56,15063383-66c2-45db-8a13-be6031051468,0c244513-3842-40c3-a02e-eefd972787ca,2023-04-27,8,331.08
431f2012-13c1-4316-9009-3f4060307acb,3c7ee3de-5f02-4fa2-903d-9a818a0a45db,29b39332-40ef-45bf-81ee-2839ca3b4343,2024-01-20,2,466.5
9f130e11-a1c7-4544-a381-9c858cce065d,d96fbd40-1ea3-4f40-90dd-0238bbe4054d,209e25c5-fbee-4e10-b497-3fd1afc45e60,2023-01-05,4,62.87
ec122d82-ac43-4882-9b11-af81d179a414,9227d3a1-cf9c-4bff-9557-7cf210e2473d,8fb9ac2e-6ff0-433c-933b-be4de6a96929,2024-03-23,6,66.55
a72d11e9-b408-44d5-a4f4-d49b10d01b9b,beda99eb-de5b-4078-9a5e-b6a600f3f083,a8bcf671-933f-4c8e-957f-0a485001ac02,2024-02-22,8,195.82
300a89b1-e7b7-4496-82d5-4d548ceb4ac8,bdc2333c-b7de-4442-a000-9e8169e7964d,b76ac9bd-2623-4bca-85e4-0058bccacdc0,2024-05-02,7,360.88
e9876a49-5da8-4802-9736-882f248c27ed,bc847835-f78f-4a6f-bce8-29decc440dbe,97beeea9-8887-4711-aede-49cf58191cca,2023-08-30,2,210.17
6c33a2d0-abfb-4a8d-927a-c40b411be6bb,210758be-1c98-4fdf-85f2-118e9129b72b,8ad30683-611c-4ddf-a519-755e0a1db083,2023-09-01,10,221.42
6bc73d04-dc7e-4117-bb2c-2e71279cc968,beda99eb-de5b-4078-9a5e-b6a600f3f083,8044e10f-5850-477b-bb0c-a1277b58dbaf,2023-01-20,4,105.52
322d3103-0155-4db4-b0ae-dd1309ea354c,0a57a687-3912-4e48-93f2-df7f30cd43f2,8e5bae1b-0f7c-483f-8140-11e168a4eaf5,2023-05-27,10,264.07
dbddd80f-93cc-4a4c-b223-782394c6e68b,b4ffb743-99a5-422c-baed-1ebadab655e9,8fb9ac2e-6ff0-433c-933b-be4de6a96929,2022-11-21,5,66.55
e8c74a0a-b099-40ec-8849-22b1273eb188,6c47b44d-9ba7-4b16-a3ec-6be37e54ea8d,4c489ba3-67be-4747-9e0d-b9a6be43795f,2023-04-15,2,168.01
357c2895-0242-424b-963c-dfd3b1922298,607463f1-73a0-4f7b-aeb9-fc358b6ab9a9,9fd9da26-3d02-456d-b911-26142d310376,2022-09-18,3,455.93
96f5df25-24cf-421d-b569-c66b6f1321b2,124ddc6f-5750-45dc-843f-ff7368dc9777,88363e9d-3bc5-484b-843d-75352ca7f2a3,2023-06-05,1,86.96
286d3466-39ce-4529-ba8e-a727c5b34f47,0a57a687-3912-4e48-93f2-df7f30cd43f2,1d25d50d-9878-454a-9855-560e49fb265b,2023-06-06,8,379.47
c6c00a27-6e3a-48da-bc54-15ac447848f1,0246a77a-597c-4d7b-8317-da13342ec987,88363e9d-3bc5-484b-843d-75352ca7f2a3,2023-07-21,8,86.96
bf0b9d65-7869-44fc-8850-5850f9abf723,1bca8bb6-d580-4f4a-b319-9174247218a0,4c489ba3-67be-4747-9e0d-b9a6be43795f,2022-08-07,3,168.01
c8f8e218-8f14-4552-888e-65493622d338,3198b144-d88f-4a7f-9d2c-9dfaaba40e47,a345f36d-bda3-4e38-b4c4-7e3a9aeaf07c,2024-05-30,2,237.12
5c9ade1e-1b37-4600-9ee3-c17a31b25d85,1d2bade7-649f-463c-9542-e63e7be6c759,830bbba4-f322-4730-bed3-85f9f7c4487b,2023-10-23,8,51.71
8fd50d80-c300-4ced-8eb1-8046bdb1185d,beda99eb-de5b-4078-9a5e-b6a600f3f083,32d9dc5d-27f8-42bb-8305-6d5bf3d44d6b,2023-07-19,4,47.83
5e56b0fb-5f7b-4ff8-842f-caad56cd88d7,2758268f-cfba-4128-9f62-1ca781b2f860,54c4cd51-d0c5-4771-9876-efbca7babc70,2022-10-16,3,318.99
b1a3440f-4afa-409b-9cab-3e1bf0050784,3c7ee3de-5f02-4fa2-903d-9a818a0a45db,cbfaa4c7-33a5-4794-b592-d2463bbbb1cf,2023-11-03,7,247.39
f4654ec8-c8e9-40da-af41-7827b866314e,df79dd8f-e08a-4c41-b57a-56da65987aab,eea5e2d5-f1b1-4453-910b-fb4347c3c140,2022-12-11,2,393.25
a5d9084e-3ab7-4ca9-85f0-ad8f5bb1a377,21de9440-9bdd-4014-8662-391b32137293,32d9dc5d-27f8-42bb-8305-6d5bf3d44d6b,2023-08-11,9,47.83
0db974e7-1a7b-4577-81cb-c40dbe4ebf5f,dd3ae9e4-b1a5-42f8-ab11-ccacfa999e83,e07a9e2a-9e47-44eb-a1af-5546880e5785,2023-07-24,4,253.38
b02ac855-56af-44e8-993d-1c03149a72b1,1ae1f569-37e9-451d-90c8-15d56b91523b,2c03fa0e-2179-4797-a525-6d292dbf590d,2023-03-28,2,307.26
91f3fa12-7b73-4f23-8881-fd8ac9a9aece,86cc4ed8-a92b-40cf-b1de-9f87aa5c1981,830bbba4-f322-4730-bed3-85f9f7c4487b,2024-06-14,2,51.71
1236c547-fad0-46e1-b37c-15f1e93e128a,5528f785-91d3-4fb3-a35e-54d4883fee1a,32d9dc5d-27f8-42bb-8305-6d5bf3d44d6b,2023-09-02,4,47.83
33f8a3cb-63a3-473c-b596-44864856f4e4,ddd4b965-4898-4793-b54a-a9aea47a57e3,32d9dc5d-27f8-42bb-8305-6d5bf3d44d6b,2022-11-24,8,47.83
ecd3d042-0e0f-457f-a2e0-5a7ea9581974,a0fbbe2a-a7cb-4976-b018-4eacc5c0c63c,de4b2f20-8cd3-4bdf-80fa-59651524549c,2023-07-19,7,272.11
84499d85-ab31-4dcd-9859-e6a185aa72e2,893dd7c2-2892-43ea-878f-98ff2af3ddf2,a8bcf671-933f-4c8e-957f-0a485001ac02,2024-01-25,9,195.82
08710cff-fcfa-43d5-ade6-cda795b00d0b,5f994b4e-3df9-44e8-a3d5-867c98151646,de4b2f20-8cd3-4bdf-80fa-59651524549c,2023-02-07,8,272.11
253cd843-6c84-46fa-9ff2-d9d6fcc2bbad,dd3ae9e4-b1a5-42f8-ab11-ccacfa999e83,8ad30683-611c-4ddf-a519-755e0a1db083,2023-03-21,2,221.42
e1b2af0d-5c40-45cf-be69-76c488454e71,452c5d20-7a82-412e-8ddd-c6ce9dfa868d,a8bcf671-933f-4c8e-957f-0a485001ac02,2023-11-07,4,195.82
37775794-bbf8-41ac-9e49-ced0dce0bc9a,0a57a687-3912-4e48-93f2-df7f30cd43f2,8e5bae1b-0f7c-483f-8140-11e168a4eaf5,2024-01-10,1,264.07
76dd2170-29fa-4564-be33-0c35f4057cd5,6c47b44d-9ba7-4b16-a3ec-6be37e54ea8d,7c1ca02e-cc1c-4340-b574-fd8bfc7a86ec,2022-12-30,9,265.93
77e4eb08-cadc-49d2-8cb4-888811de9d79,9227d3a1-cf9c-4bff-9557-7cf210e2473d,50f81864-9e16-477d-9c61-b402dd35c7e7,2023-07-29,4,485.2
c3a859b6-80f2-4928-adf2-45709de31950,3c7ee3de-5f02-4fa2-903d-9a818a0a45db,e07a9e2a-9e47-44eb-a1af-5546880e5785,2022-07-07,4,253.38
872fd219-24ff-48e4-92a4-b8fa35ee8250,dd3ae9e4-b1a5-42f8-ab11-ccacfa999e83,09cf3bf9-8117-40e3-a794-71c056298724,2023-02-08,7,279.98
49a9ee4c-ab5e-47d6-a75c-9644b9646a55,d28b1e9b-3c96-4c68-8618-c138b8986de7,9fd9da26-3d02-456d-b911-26142d310376,2022-09-03,5,455.93
46f3ed02-63ef-45a6-adca-8f9e8cf0a9d0,8e55f874-678f-4281-ac36-ea0f778dae8b,eea5e2d5-f1b1-4453-910b-fb4347c3c140,2022-07-06,4,393.25
d658eded-318a-4626-8649-415129d50da8,f64401e5-5d4a-4af0-9097-7889ae6acf01,de4b2f20-8cd3-4bdf-80fa-59651524549c,2023-09-06,7,272.11
d7ce3b08-8577-4177-83c9-0aef03103fed,1d2bade7-649f-463c-9542-e63e7be6c759,562344ce-072b-422a-8ec5-6efd2c9a03fc,2024-01-17,10,435.31
544542a8-7fe8-4aef-bf7f-b2e24b947e73,77429103-faff-4c0d-9e94-a88c91027dfb,ac7fc824-4373-484f-bab2-4c40f0400a0a,2024-04-25,1,30.25
edc8ca2b-fa6c-466e-ade1-934c7fe34ae4,beda99eb-de5b-4078-9a5e-b6a600f3f083,8fb9ac2e-6ff0-433c-933b-be4de6a96929,2022-10-29,2,66.55
0361a410-717a-4c9b-89a3-662bb787e19d,a1a83815-316a-4e6d-9780-d9329fee9d0e,e5394d39-48cb-45ae-8735-0311a5635172,2024-01-27,1,56.15
69aeda1e-e292-4d0b-89b6-fd462a8e06a0,6339e1b4-5b35-4e4d-9000-43457849d4c8,4c489ba3-67be-4747-9e0d-b9a6be43795f,2023-10-29,4,168.01
0c3d53ae-60e2-461c-a782-0f3af4349ac3,960203f5-8f42-4f4c-a3b4-e7b3614bc49b,54c4cd51-d0c5-4771-9876-efbca7babc70,2023-12-28,3,318.99
f7ec8780-8203-4b63-b779-ad10ef93fab3,15063383-66c2-45db-8a13-be6031051468,eea5e2d5-f1b1-4453-910b-fb4347c3c140,2024-01-10,5,393.25
c19f44d3-009a-4a0f-a2c1-970720e08e3a,d28b1e9b-3c96-4c68-8618-c138b8986de7,d39dfee8-7228-4faf-981f-8099785d4345,2023-10-05,6,496.21
0c465587-632b-48a7-a64f-e5e2da9fa4a4,d28b1e9b-3c96-4c68-8618-c138b8986de7,830bbba4-f322-4730-bed3-85f9f7c4487b,2023-12-02,7,51.71
22cd7588-c650-4144-b551-b9a76f234664,5441fcc6-29ca-454a-bc83-d507cb699770,debff46f-79fb-4d14-9b22-e0d15e364c88,2022-11-06,1,121.13
652031a2-05dc-489c-b300-a53be0d62c4b,21de9440-9bdd-4014-8662-391b32137293,a8bcf671-933f-4c8e-957f-0a485001ac02,2023-10-03,7,195.82
18c41b42-db7c-4293-9e37-5f5c2c5966ea,86cc4ed8-a92b-40cf-b1de-9f87aa5c1981,8e5bae1b-0f7c-483f-8140-11e168a4eaf5,2023-08-18,3,264.07
51f725b0-e201-44d6-865b-bc71afa7aae6,b8788e28-90fc-4a1b-aacc-236c44b09f44,eea5e2d5-f1b1-4453-910b-fb4347c3c140,2023-03-29,3,393.25
728f48e3-ad56-4cf5-9027-2227be9dc11c,1ae1f569-37e9-451d-90c8-15d56b91523b,228f5017-deca-4340-becd-86bf75697974,2023-06-18,6,134.78
3de02602-7162-4c67-ad89-2c0b39695aa8,21f6780d-71fa-4b49-a3d5-19ae02a3d345,c7d77e39-332e-40a4-baad-fb574343732b,2023-05-01,2,499.46
b2de081f-63f4-4a9a-8fb7-2a3c0732bb18,933252b9-a718-4a74-a81b-37bd4ffc0965,debff46f-79fb-4d14-9b22-e0d15e364c88,2023-06-10,3,121.13
b2075f32-2739-447d-98cc-78022972161d,6c47b44d-9ba7-4b16-a3ec-6be37e54ea8d,54c4cd51-d0c5-4771-9876-efbca7babc70,2023-01-24,7,318.99
15e1447e-1a71-49d6-a4de-b6697b993210,bdc2333c-b7de-4442-a000-9e8169e7964d,d4c70cb3-2dab-4dac-9e5e-97385d3fdbf8,2023-03-17,7,173.02
f30b50fb-a2f0-481a-9d0e-5ab150625aef,e11e4277-6ae4-4256-bf0d-42ed5df63dbd,1b44390c-5040-4812-9727-68661153f062,2023-12-25,5,342.75
9a967065-0395-4b4e-90cd-fec70a7806f8,15063383-66c2-45db-8a13-be6031051468,54c4cd51-d0c5-4771-9876-efbca7babc70,2024-01-30,1,318.99
a3a41f29-03e0-4141-bc7f-78251637c85a,21de9440-9bdd-4014-8662-391b32137293,e5394d39-48cb-45ae-8735-0311a5635172,2024-02-20,2,56.15
50caa35f-8544-4796-a4bc-7122f0dbd271,bdc2333c-b7de-4442-a000-9e8169e7964d,1b44390c-5040-4812-9727-68661153f062,2023-12-24,7,342.75
f5662dd2-5112-4d2d-abb6-4b702f535f2c,210758be-1c98-4fdf-85f2-118e9129b72b,8ad30683-611c-4ddf-a519-755e0a1db083,2023-05-21,2,221.42
28a2da15-4ecc-4c3b-bf48-d622e777c6de,e0734f95-5bf6-4dcd-84b7-ec7287bf96a8,830bbba4-f322-4730-bed3-85f9f7c4487b,2023-02-21,3,51.71
84fd801f-e916-4a64-a0b0-a84cbe0b37a4,e2f4861b-76ee-4696-9ace-b73dc655b67f,29b39332-40ef-45bf-81ee-2839ca3b4343,2022-08-31,10,466.5
402e35c2-1d07-4d8b-b70d-4058ec90fe30,2758268f-cfba-4128-9f62-1ca781b2f860,ac7fc824-4373-484f-bab2-4c40f0400a0a,2023-03-29,7,30.25
6b7ae0e8-cbdd-49a3-a270-38c5917e3ad4,d96fbd40-1ea3-4f40-90dd-0238bbe4054d,eea5e2d5-f1b1-4453-910b-fb4347c3c140,2022-07-03,8,393.25
aaf95965-f309-4d56-a071-c3dc77c8433c,124ddc6f-5750-45dc-843f-ff7368dc9777,9f50e7f2-7e6a-411a-8d11-5afc1811aab3,2023-12-24,9,457.22
451b3dac-bdff-46f4-bf87-a0b122849e5b,a0c84e47-301b-4b9b-b83c-c124c446feb2,7c1ca02e-cc1c-4340-b574-fd8bfc7a86ec,2023-01-28,9,265.93
70797f6a-47a0-49cb-bf21-1322afb8a955,51142f9f-0269-49f1-9d98-2b3ad1b54b86,ac7fc824-4373-484f-bab2-4c40f0400a0a,2023-06-23,8,30.25
758cb2c5-6faa-4490-bbb7-59066ab43a12,0246a77a-597c-4d7b-8317-da13342ec987,8044e10f-5850-477b-bb0c-a1277b58dbaf,2023-02-17,5,105.52
34eb113d-755a-49ca-87ca-77cf375aae24,d28b1e9b-3c96-4c68-8618-c138b8986de7,debff46f-79fb-4d14-9b22-e0d15e364c88,2024-05-27,6,121.13
bd66bfa9-760f-4851-afc9-dbc621ed3075,210758be-1c98-4fdf-85f2-118e9129b72b,29b39332-40ef-45bf-81ee-2839ca3b4343,2022-12-26,1,466.5
b02a5cd8-14e8-43b4-8085-df532b7eeee0,5f994b4e-3df9-44e8-a3d5-867c98151646,a345f36d-bda3-4e38-b4c4-7e3a9aeaf07c,2022-09-16,8,237.12
946179df-10cc-4de3-be12-4a39d034867a,242fe96e-e813-44b2-8727-3263f65f03ad,228f5017-deca-4340-becd-86bf75697974,2024-06-02,5,134.78
0bf492a0-2f22-4643-85ba-05cc5f54626f,d52a86e3-2ff3-4f9a-9ab3-1001cb038dcc,a8bcf671-933f-4c8e-957f-0a485001ac02,2024-05-24,3,195.82
2d77bc66-994a-41f8-9d5f-37b966e4a74f,36a4423a-323d-442a-88f2-a1d395e7a7a7,9f50e7f2-7e6a-411a-8d11-5afc1811aab3,2023-09-25,2,457.22
f89db03b-2e4f-468b-952e-0b29c6fa0491,9227d3a1-cf9c-4bff-9557-7cf210e2473d,de4b2f20-8cd3-4bdf-80fa-59651524549c,2022-11-26,9,272.11
d8e5328a-5cfa-40dd-b55d-feba52d02d4f,a485c1c9-a2d8-420b-b857-b21ff9dd3c3f,c2775e8d-2748-4a95-814a-76da33fc5c32,2022-09-18,10,54.56
ea5d763d-74ea-4cdb-a1ff-681043315726,0a57a687-3912-4e48-93f2-df7f30cd43f2,562344ce-072b-422a-8ec5-6efd2c9a03fc,2023-12-18,8,435.31
40baccbf-d790-4cdf-bb5d-d37886264a7f,bc847835-f78f-4a6f-bce8-29decc440dbe,e07a9e2a-9e47-44eb-a1af-5546880e5785,2023-03-19,7,253.38
d9483272-7048-47d5-a453-6a150b2a1c3a,bc847835-f78f-4a6f-bce8-29decc440dbe,debff46f-79fb-4d14-9b22-e0d15e364c88,2023-07-19,6,121.13
78c052ae-3c41-472a-8e0d-e5be103495f9,4d3af748-766f-4448-9645-94de2195441d,9d5898be-cd4a-46c2-af26-d6c190afc16e,2023-08-25,6,42.23
cf708518-7a52-485a-8597-e7edd0843c02,960203f5-8f42-4f4c-a3b4-e7b3614bc49b,7c1ca02e-cc1c-4340-b574-fd8bfc7a86ec,2022-10-18,6,265.93
91df6f4f-dc3d-4b55-b7c3-ed434108a8ce,5de006bb-08cc-4d6c-8928-8d75b8a2b348,2c03fa0e-2179-4797-a525-6d292dbf590d,2023-10-10,1,307.26
936ac984-d3a4-4edd-8d89-eaf728f059e1,0198e52c-7b7c-4493-9293-7edb79057242,9434243a-371f-4b88-8f3a-a8fa4c6d11ca,2023-03-19,2,170.28
27bad25e-c0e2-40d5-804f-0b58ddae09da,3e8e5c57-32d0-4e42-8559-3024b59d6997,c2775e8d-2748-4a95-814a-76da33fc5c32,2023-10-22,10,54.56
fa68d7cb-b589-48d2-b367-4ce79e566a0b,34d4f41b-dc57-428b-9953-2726be4eb0be,2c03fa0e-2179-4797-a525-6d292dbf590d,2022-12-31,4,307.26
d6cd79ee-c23a-429c-8895-5184ee6f2687,44de80fc-d9fd-4837-8036-44aa380d97d5,de4b2f20-8cd3-4bdf-80fa-59651524549c,2023-12-08,4,272.11
20effb74-2303-4d42-a7d7-9e31055072dd,663fee24-143b-4320-879e-e88a6fd5adbc,d39dfee8-7228-4faf-981f-8099785d4345,2022-12-07,1,496.21
d6a44f86-79f6-4862-9ab4-d1a3d9442d8a,6a81bcdf-c167-47e5-811a-7076a18ba9e8,8044e10f-5850-477b-bb0c-a1277b58dbaf,2023-06-19,8,105.52
dd47b6a6-e024-4029-bc22-bda2a516c09c,986157b8-354a-4f15-9178-e104a3470c3f,d6799ff2-3740-4e77-92ee-c48b4494ad45,2023-09-03,8,207.31
3ee054aa-4040-4aaf-8ecc-2d9393625fc3,1b552ef5-4cc2-4679-81e6-08461477f1c8,1b44390c-5040-4812-9727-68661153f062,2023-02-15,10,342.75
43e7943b-cd87-4258-9fe3-13dc7df3512d,d49a4197-7cc0-45e5-9088-f78c002064d7,228f5017-deca-4340-becd-86bf75697974,2024-01-11,2,134.78
ec22738a-1273-4fb0-ab3e-a68579321390,413bdfff-6a87-42b1-8543-7fc128929867,a22ccdb9-d439-4ded-93a6-64d87c033938,2023-09-19,2,426.35
496c3b1c-2984-4574-b310-7bbde8bc8b7b,21f6780d-71fa-4b49-a3d5-19ae02a3d345,9f50e7f2-7e6a-411a-8d11-5afc1811aab3,2022-09-28,9,457.22
1a21afa1-051a-4032-ad6f-8327d224dfef,6a81bcdf-c167-47e5-811a-7076a18ba9e8,de4b2f20-8cd3-4bdf-80fa-59651524549c,2022-10-22,6,272.11
1a7e6093-3170-42a8-b61c-5e394015a75c,0198e52c-7b7c-4493-9293-7edb79057242,c2775e8d-2748-4a95-814a-76da33fc5c32,2024-01-29,7,54.56
d37acfb6-333b-49c1-992f-e63a6ac225b0,d28a3241-c5c0-4b41-afbb-28d05d1fa616,2c03fa0e-2179-4797-a525-6d292dbf590d,2022-10-18,9,307.26
484a7fec-aa65-4985-82ec-e031a5e2b75c,1bca8bb6-d580-4f4a-b319-9174247218a0,8ad30683-611c-4ddf-a519-755e0a1db083,2023-12-28,7,221.42
